	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr1_155740676_155740876	chr1	155740676	155740876	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_010712, intron 1 of 5)	intron (NM_010712, intron 1 of 5)	1251.0	NM_010712	16872.0	Mm.103624	NM_010712	ENSMUSG00000026468	Lhx4	A330062J17Rik|Gsh-4|Gsh4	LIM homeobox protein 4	protein-coding	27.4	10.405
chr9_105764664_105764864	chr9	105764664	105764864	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001102607, intron 10 of 36)	intron (NM_001102607, intron 10 of 36)	44884.0	NM_172927	245026.0	Mm.482507	NM_172927	ENSMUSG00000043719	Col6a6	E330019B14|E330026B02Rik	collagen, type VI, alpha 6	protein-coding	23.78	0.385
chr3_94935628_94935828	chr3	94935628	94935828	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_009150, intron 1 of 11)	intron (NM_009150, intron 1 of 11)	2645.0	NM_009150	20341.0	Mm.196558	NM_009150	ENSMUSG00000068874	Selenbp1	Lp56|Lpsb|SBP56	selenium binding protein 1	protein-coding	28.67	5.550000000000002
chr3_146121641_146121841	chr3	146121641	146121841	+	1000.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_134160)	promoter-TSS (NM_134160)	-50.0	NM_134160	171166.0	Mm.114683	NM_134160	ENSMUSG00000036853	Mcoln3	6720490O21Rik|TRPML3|Va	mucolipin 3	protein-coding	18.275	5.695
chr8_69121319_69121527	chr8	69121323	69121523	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	19530.0	NM_199364	211134.0	Mm.409446	NM_199364	ENSMUSG00000036306	Lzts1	F37|FEZ1|PSD-Zip70	leucine zipper, putative tumor suppressor 1	protein-coding	58.075	23.965
chr9_47528525_47528725	chr9	47528525	47528725	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-1545.0	NM_001310841	54725.0	Mm.234832	NM_018770	ENSMUSG00000032076	Cadm1	2900073G06Rik|3100001I08Rik|AI987920|Bl2|Igsf4|Igsf4a|Necl2|RA175|RA175A|RA175B|RA175C|RA175N|ST17|SgIGSF|SynCam|Tslc1	cell adhesion molecule 1	protein-coding	18.58	6.2349999999999985
chr2_112450993_112451196	chr2	112450994	112451194	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MTA_Mm|LTR|ERVL-MaLR	-3931.0	NM_133749	73024.0	Mm.268027	NM_133749	ENSMUSG00000055943	Emc7	2900064A13Rik|AI451465|ORF3|c11orf3	ER membrane protein complex subunit 7	protein-coding	89.625	36.58
chr1_106809865_106810065	chr1	106809865	106810065	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	RLTR20C2_MM|LTR|ERVK	-13240.0	NM_009190	20479.0	Mm.18705	NM_009190	ENSMUSG00000009907	Vps4b	8030489C12Rik|Skd1	vacuolar protein sorting 4B	protein-coding	56.9	1.15
chr17_50522547_50522747	chr17	50522547	50522747	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_013880, intron 1 of 5)	intron (NM_013880, intron 1 of 5)	13100.0	NM_013880	224860.0	Mm.217362	NM_013880	ENSMUSG00000038910	Plcl2	PLC-L2|PRIP-2|Plce2|mKIAA1092	phospholipase C-like 2	protein-coding	38.475	4.855
chr16_7545511_7545711	chr16	7545511	7545711	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	475776.0	NM_183188	268859.0	Mm.370334	NM_021477	ENSMUSG00000008658	Rbfox1	A2bp|A2bp1|Hrnbp1|fox-1	RNA binding protein, fox-1 homolog (C. elegans) 1	protein-coding	15.28	7.085000000000001
chr9_81140186_81140386	chr9	81140186	81140386	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-491644.0	NR_040394	319405.0	Mm.246494	NR_040393	ENSMUSG00000097466	D430036J16Rik	-	RIKEN cDNA D430036J16 gene	ncRNA	32.665	8.924999999999997
chr17_35353130_35353330	chr17	35353130	35353330	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	MYSERV6-int|LTR|ERVK	10897.0	NM_010392	15013.0	Mm.427969	NM_010392	ENSMUSG00000091705	H2-Q2	BE136769|ENSMUSG00000079507|Gm11132|H-2Q2|gs14-2	histocompatibility 2, Q region locus 2	protein-coding	35.290000000000006	3.005
chr9_35099399_35099599	chr9	35099399	35099599	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_009178, intron 1 of 10)	L1MB3|LINE|L1	-17229.0	NR_029475	78934.0	Mm.391688	NR_029475	ENSMUSG00000070315	4930581F22Rik	-	RIKEN cDNA 4930581F22 gene	ncRNA	35.445	11.55
chr2_79628710_79628917	chr2	79628713	79628913	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-6612.0	NM_080558	70599.0	Mm.272881	NM_080558	ENSMUSG00000027007	Ssfa2	5730488C15Rik|CS-1|CS1|KRAP|SPAG13|mKIAA1927	sperm specific antigen 2	protein-coding	121.45	47.03
chr14_47351524_47351724	chr14	47351524	47351724	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	RLTR1B|LTR|ERV1	-22236.0	NM_001145953	16854.0	Mm.248615	NM_010705	ENSMUSG00000050335	Lgals3	GBP|L-34|Mac-2|gal3	lectin, galactose binding, soluble 3	protein-coding	57.51000000000001	3.465
chr9_85369530_85369750	chr9	85369540	85369740	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-42490.0	NM_001160379	212943.0	Mm.74610	NM_001160378	ENSMUSG00000032265	Fam46a	BAP014|D930050G01Rik	family with sequence similarity 46, member A	protein-coding	72.43	27.125
chr17_50022543_50022743	chr17	50022543	50022743	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_181397, intron 7 of 9)	L1MC1|LINE|L1	167854.0	NM_181397	76438.0	Mm.41854	NM_181397	ENSMUSG00000039316	Rftn1	2310015N21Rik|AI853526	raftlin lipid raft linker 1	protein-coding	87.345	1.46
chr9_121846783_121847001	chr9	121846792	121846992	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-7431.0	NM_028384	100502861.0	Mm.335550	NM_028384	ENSMUSG00000079235	Ccdc13	2900041A11Rik|Gm188	coiled-coil domain containing 13	protein-coding	51.845	23.635
chr1_70855907_70856126	chr1	70855916	70856116	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_177164, intron 3 of 3)	intron (NM_177164, intron 3 of 3)	130301.0	NM_001310658	320460.0	Mm.360649	NM_177164	ENSMUSG00000045648	Vwc2l	A830006F12Rik|Brl	von Willebrand factor C domain-containing protein 2-like	protein-coding	103.995	40.835
chr4_119313919_119314119	chr4	119313919	119314119	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_028677, intron 6 of 9)	intron (NM_028677, intron 6 of 9)	6504.0	NM_028677	66101.0	Mm.304080	NM_028677	ENSMUSG00000060288	Ppih	1100001J08Rik|2010111B15Rik|4833408F11Rik|AI464484|CYP-20|CYPH|D4Wsu43e	peptidyl prolyl isomerase H	protein-coding	23.825000000000006	1.77
chr2_72155238_72155438	chr2	72155238	72155438	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_019688, intron 6 of 29)	intron (NM_019688, intron 6 of 29)	100721.0	NM_001204166	56508.0	Mm.196153	NM_019688	ENSMUSG00000049044	Rapgef4	1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040	Rap guanine nucleotide exchange factor (GEF) 4	protein-coding	15.46	3.615
chr8_56888815_56889015	chr8	56888815	56889015	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	337781.0	NM_015791	50753.0	Mm.251174	NM_015791	ENSMUSG00000038206	Fbxo8	Fbx8	F-box protein 8	protein-coding	17.935000000000006	5.555
chr18_62191608_62191818	chr18	62191613	62191813	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-11732.0	NM_007420	11555.0	Mm.5598	NM_007420	ENSMUSG00000045730	Adrb2	Adrb-2|Badm|Gpcr7	adrenergic receptor, beta 2	protein-coding	184.765	89.25
chr3_148733451_148733651	chr3	148733451	148733651	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	221084.0	NM_001081298	99633.0	Mm.9776	NM_001081298	ENSMUSG00000028184	Adgrl2	AI450192|CIRL-2|Gm619|Lec1|Lphh1|Lphn2|mKIAA0786	adhesion G protein-coupled receptor L2	protein-coding	26.015	2.615
chr7_115131388_115131604	chr7	115131396	115131596	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	180222.0	NR_040319	101786.0	Mm.395157	NR_040317	ENSMUSG00000108379	A730082K24Rik	AU044236	RIKEN cDNA A730082K24 gene	ncRNA	149.87	44.1
chr1_172428684_172428884	chr1	172428684	172428884	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	MTB_Mm|LTR|ERVL-MaLR	-46576.0	NM_029612	98365.0	Mm.150050	NM_029612	ENSMUSG00000026548	Slamf9	2310026I04Rik|AI462096|CD2F-10|CD84-H1|Cd2f10|SF2001	SLAM family member 9	protein-coding	26.880000000000006	0.0
chr16_65965712_65965912	chr16	65965712	65965912	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	150179.0	NM_028572	73569.0	Mm.25670	NM_028572	ENSMUSG00000091243	Vgll3	1700110N18Rik|4832416J22|C80713|Vgl-3|Vito-2	vestigial like family member 3	protein-coding	14.419999999999998	5.94
chr1_17101790_17101990	chr1	17101790	17101990	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-4001.0	NM_020604	57339.0	Mm.143761	NM_020604	ENSMUSG00000042686	Jph1	ENSMUSG00000054314|JP-1|Jp1	junctophilin 1	protein-coding	15.925	7.3900000000000015
chr17_14122186_14122386	chr17	14122186	14122386	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	81545.0	NM_172826	240025.0	Mm.79993	NM_172826	ENSMUSG00000048826	Dact2	2900084M21Rik|A630024E20|Dpr2|Frd2|dapper2	dishevelled-binding antagonist of beta-catenin 2	protein-coding	20.37	4.2349999999999985
chr1_171561308_171561512	chr1	171561310	171561510	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_018729, intron 1 of 8)	intron (NM_018729, intron 1 of 8)	2217.0	NM_018729	18106.0	Mm.2299	NM_018729	ENSMUSG00000004709	Cd244	2B4|C9.1|F730046O15Rik|Ly90|NAIL|NKR2B4|Nmrk|SLAMF4	CD244 natural killer cell receptor 2B4	protein-coding	532.12	237.91000000000003
chr2_146368162_146368362	chr2	146368162	146368362	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001033348, intron 24 of 40)	L1MB7|LINE|L1	108976.0	NR_040619	77806.0	Mm.392819	NR_040619	ENSMUSG00000085958	A930019D19Rik	-	RIKEN cDNA A930019D19 gene	ncRNA	16.035	0.31
chr14_14974666_14974866	chr14	14974666	14974866	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001195229, intron 29 of 34)	L1_Mus3|LINE|L1	153951.0	NM_001195229	674895.0	Mm.317563	NM_001034865	ENSMUSG00000042567	Nek10	Gm282	NIMA (never in mitosis gene a)- related kinase 10	protein-coding	110.59	9.16
chr18_12232719_12232919	chr18	12232719	12232919	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_008720, intron 1 of 24)	RMER1C|Other|Other	3567.0	NM_008720	18145.0	Mm.3484	NM_008720	ENSMUSG00000024413	Npc1	A430089E03Rik|C85354|D18Ertd139e|D18Ertd723e|lcsd|nmf164|spm	Niemann-Pick type C1	protein-coding	26.87	3.155
chr9_105771572_105771772	chr9	105771572	105771772	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001102607, intron 8 of 36)	LTR78|LTR|ERV1	37976.0	NM_172927	245026.0	Mm.482507	NM_172927	ENSMUSG00000043719	Col6a6	E330019B14|E330026B02Rik	collagen, type VI, alpha 6	protein-coding	21.3	0.385
chr4_82918695_82918912	chr4	82918703	82918903	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_177863, intron 28 of 35)	intron (NM_177863, intron 28 of 35)	-33652.0	NM_009887	12622.0	Mm.6780	NM_009887	ENSMUSG00000038192	Cer1	Cerl|Cerl1|Cerr1|cer-1	cerberus 1, DAN family BMP antagonist	protein-coding	38.895	16.330000000000002
chr19_44230332_44230532	chr19	44230332	44230532	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_024450, intron 2 of 5)	RLTR19-int|LTR|ERVK	27144.0	NM_024450	30049.0	Mm.480594	NM_024450	ENSMUSG00000025202	Scd3	4930513N16Rik	stearoyl-coenzyme A desaturase 3	protein-coding	35.94	2.46
chr5_111173034_111173234	chr5	111173034	111173234	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001267622, intron 5 of 22)	intron (NM_001267622, intron 5 of 22)	-157563.0	NM_001301666	56305.0	Mm.200516	NM_019640	ENSMUSG00000050017	Pitpnb	PI-TP-beta	phosphatidylinositol transfer protein, beta	protein-coding	29.015	1.08
chr7_47310023_47310223	chr7	47310023	47310223	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	44117.0	NM_153095	233221.0	Mm.389895	NM_153095	ENSMUSG00000050650	Mrgpra1	MrgA1	MAS-related GPR, member A1	protein-coding	21.35	8.78
chr15_63494574_63494774	chr15	63494574	63494774	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-15066.0	NR_045279	432958.0	Mm.255105	NR_045279		Gm20740	-	predicted gene, 20740	ncRNA	29.89	1.695
chr5_129983047_129983247	chr5	129983047	129983247	+	1000.0	BALBC_PU1_notx_idr.tsv	3' UTR (NM_001286382, exon 3 of 3)	3' UTR (NM_001286382, exon 3 of 3)	19681.0	NM_010368	110006.0	Mm.3317	NM_010368	ENSMUSG00000025534	Gusb	AI747421|Gur|Gus|Gus-r|Gus-s|Gus-t|Gus-u|Gut|asd|g	glucuronidase, beta	protein-coding	17.595	6.699999999999998
chr8_114262426_114262626	chr8	114262426	114262626	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_173016, intron 3 of 8)	intron (NM_173016, intron 3 of 8)	56886.0	NM_173016	270097.0	Mm.334825	NM_173016	ENSMUSG00000046844	Vat1l	9430073I07|AI427515|mKIAA1576	vesicle amine transport protein 1 like	protein-coding	28.165	2.54
chr17_77642460_77642668	chr17	77642464	77642664	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	L1MC4a|LINE|L1	-557684.0	NM_015800	50766.0	Mm.311912	NM_015800	ENSMUSG00000024074	Crim1	AU015004	cysteine rich transmembrane BMP regulator 1 (chordin like)	protein-coding	60.005	27.96
chr14_76703477_76703707	chr14	76703492	76703692	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	26024.0	NR_015485	73272.0	Mm.116804	NR_015485	ENSMUSG00000101009	1700108F19Rik	1700020I02Rik|BB065030	RIKEN cDNA 1700108F19 gene	ncRNA	154.2	38.07
chr6_92468960_92469171	chr6	92468965	92469165	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001081146, intron 2 of 8)	intron (NM_001081146, intron 2 of 8)	12327.0	NM_001134460	243548.0	Mm.248820	NM_001081146	ENSMUSG00000030020	Prickle2	6230400G14Rik|6720451F06Rik|mpk2	prickle planar cell polarity protein 2	protein-coding	72.44	26.735
chr9_35479613_35479818	chr9	35479615	35479815	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_021339, intron 13 of 18)	intron (NM_021339, intron 13 of 18)	27639.0	NM_021339	57810.0	Mm.80509	NM_021339	ENSMUSG00000038119	Cdon	CDO|Cd0|Orcam	cell adhesion molecule-related/down-regulated by oncogenes	protein-coding	57.575	15.335
chr6_30076267_30076474	chr6	30076270	30076470	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_001164229)	promoter-TSS (NM_001164229)	49.0	NM_001164229	18181.0	Mm.259258	NM_010938	ENSMUSG00000058440	Nrf1	C87038|D6Ertd415e	nuclear respiratory factor 1	protein-coding	135.955	17.565
chr10_49156599_49156799	chr10	49156599	49156799	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001111268, intron 14 of 16)	MTC|LTR|ERVL-MaLR	-60856.0	NR_046212	100418235.0	Mm.185993	NR_046212		C130030K03Rik	-	proteasome (prosome, macropain) subunit, alpha type 6 pseudogene	pseudo	30.555	10.33
chr8_57427331_57427531	chr8	57427331	57427531	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	C-rich|Low_complexity|Low_complexity	-28492.0	NM_009136	20284.0	Mm.12886	NM_009136	ENSMUSG00000031610	Scrg1	AW124307	scrapie responsive gene 1	protein-coding	42.115	3.775
chr7_26995889_26996089	chr7	26995889	26996089	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	RLTR45|LTR|ERVK	-33101.0	NM_133657	13085.0	Mm.20770	NM_133657	ENSMUSG00000060407	Cyp2a12	-	cytochrome P450, family 2, subfamily a, polypeptide 12	protein-coding	23.200000000000006	9.16
chr13_93582606_93582806	chr13	93582606	93582806	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	RLTR45|LTR|ERVK	55052.0	NM_016668	12116.0	Mm.329582	NM_016668	ENSMUSG00000074768	Bhmt	-	betaine-homocysteine methyltransferase	protein-coding	28.625	10.16
chr7_129995644_129995848	chr7	129995646	129995846	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Lx3C|LINE|L1	33581.0	NR_046077	100043150.0	Mm.334264	NR_046077	ENSMUSG00000108504	Gm4265	-	predicted gene 4265	ncRNA	43.88	18.26
chr7_121280982_121281182	chr7	121280982	121281182	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-111214.0	NM_001081327	195646.0	Mm.247449	NM_177575	ENSMUSG00000046321	Hs3st2	6430516N12Rik|A830061E14Rik|AW491345	heparan sulfate (glucosamine) 3-O-sulfotransferase 2	protein-coding	30.065	6.995
chr5_147073004_147073204	chr5	147073004	147073204	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_080795, intron 1 of 9)	intron (NM_080795, intron 1 of 9)	3468.0	NM_080795	140887.0	Mm.272203	NM_080795	ENSMUSG00000016520	Lnx2	9630046H24|AW209022	ligand of numb-protein X 2	protein-coding	30.11	6.465
chr1_33130387_33130592	chr1	33130389	33130589	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	539305.0	NM_008922	19076.0	Mm.27705	NM_008922	ENSMUSG00000026134	Prim2	AI323589	DNA primase, p58 subunit	protein-coding	56.790000000000006	19.795
chr9_47943109_47943309	chr9	47943109	47943309	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-125001.0	NR_046048	100038460.0	Mm.447649	NR_046048		Gm10677	ENSMUSG00000074363	predicted gene 10677	ncRNA	18.745	5.7799999999999985
chr2_155696408_155696608	chr2	155696408	155696608	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-4124.0	NM_019828	56407.0	Mm.234944	NM_019828	ENSMUSG00000038324	Trpc4ap	4833429F06Rik|D2Ertd113e|Trrp4ap|mFLJ00177|truss	transient receptor potential cation channel, subfamily C, member 4 associated protein	protein-coding	60.39	9.235
chr1_56490516_56490729	chr1	56490522	56490722	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1E|LTR|ERVL-MaLR	146829.0	NM_027661	71066.0	Mm.152656	NM_027661	ENSMUSG00000045336	Hsfy2	4933413G11Rik|Hspy2l	heat shock transcription factor, Y-linked 2	protein-coding	52.46	19.02
chr4_137913601_137913812	chr4	137913606	137913806	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_199307, intron 2 of 19)	CpG	51469.0	NM_199307	230857.0	Mm.401062	NM_199307	ENSMUSG00000057530	Ece1	AW322500|ECE-1|ECE-1a|ECE-1b|ECE-1d	endothelin converting enzyme 1	protein-coding	96.58	43.02500000000001
chr7_84551568_84551768	chr7	84551568	84551768	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NR_045098, intron 1 of 2)	intron (NR_045098, intron 1 of 2)	22714.0	NR_045098	100039239.0	Mm.44882	NR_045098		Gm2115	C77713	predicted gene 2115	ncRNA	60.38	11.01
chr3_146783700_146783900	chr3	146783700	146783900	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_011100, intron 1 of 9)	intron (NM_011100, intron 1 of 9)	-2384.0	NM_001164200	18749.0	Mm.16766	NM_011100	ENSMUSG00000005034	Prkacb	CbPKA|Pkacb	protein kinase, cAMP dependent, catalytic, beta	protein-coding	15.06	6.09
chr16_39120823_39121023	chr16	39120823	39121023	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	218578.0	NM_170599	207683.0	Mm.245564	NM_170599	ENSMUSG00000022790	Igsf11	1700025L02Rik|BT-IgSF|Igsf13	immunoglobulin superfamily, member 11	protein-coding	37.28	8.395
chr19_11851000_11851200	chr19	11851000	11851200	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	4851.0	NM_001011524	258227.0	Mm.377385	NM_001011524	ENSMUSG00000060556	Olfr1418	MOR266-5	olfactory receptor 1418	protein-coding	54.225	1.005
chr8_125543269_125543492	chr8	125543280	125543480	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-41258.0	NR_015535	75930.0	Mm.195663	NR_015535	ENSMUSG00000110629	4930567H12Rik	4930579P07Rik	RIKEN cDNA 4930567H12 gene	ncRNA	67.64	26.415
chr17_90424813_90425013	chr17	90424813	90425013	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001346957, intron 14 of 18)	Lx2|LINE|L1	30967.0	NM_001346961	18189.0	Mm.478418	NM_020252	ENSMUSG00000024109	Nrxn1	1700062G21Rik|9330127H16Rik|A230068P09Rik|mKIAA0578	neurexin I	protein-coding	16.325	3.775
chr7_145264313_145264513	chr7	145264313	145264513	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NR_132644, intron 13 of 24)	LTR41B|LTR|ERVL	19598.0	NR_132644	233979.0	Mm.102235	NM_146206	ENSMUSG00000048677	Tpcn2	D830047E22Rik|Gm35086	two pore segment channel 2	protein-coding	16.675	6.245
chr2_165070232_165070432	chr2	165070232	165070432	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_170702, intron 7 of 7)	intron (NM_170702, intron 7 of 7)	14696.0	NM_011611	21939.0	Mm.271833	NM_011611	ENSMUSG00000017652	Cd40	AI326936|Bp50|GP39|HIGM1|IGM|IMD3|T-BAM|TRAP|Tnfrsf5|p50	CD40 antigen	protein-coding	28.31	8.71
chr11_88129394_88129594	chr11	88129394	88129594	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_198013, intron 1 of 10)	intron (NM_198013, intron 1 of 10)	30348.0	NM_198013	103841.0	Mm.374846	NM_198013	ENSMUSG00000018378	Cuedc1	AI841487|C330016O16Rik	CUE domain containing 1	protein-coding	20.995	5.47
chr9_104496164_104496364	chr9	104496164	104496364	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	70151.0	NR_035516	100316725.0		NR_035516	ENSMUSG00000089406	Mir2136	mmu-mir-2136	microRNA 2136	ncRNA	22.495	1.93
chr19_17351422_17351622	chr19	17351422	17351622	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_010265, intron 1 of 2)	intron (NM_010265, intron 1 of 2)	5145.0	NM_173442	14537.0	Mm.244825	NM_010265	ENSMUSG00000038843	Gcnt1	5630400D21Rik|B130048E03|C2 GlcNAcT|C2GNT|IGnT	glucosaminyl (N-acetyl) transferase 1, core 2	protein-coding	36.255	1.93
chr3_82375319_82375521	chr3	82375320	82375520	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001081230, intron 6 of 13)	intron (NM_001081230, intron 6 of 13)	17348.0	NM_001081230	213582.0	Mm.271269	NM_001081230	ENSMUSG00000033900	Map9	5033421J10Rik|5330427D05Rik|ASAP|Mtap9	microtubule-associated protein 9	protein-coding	112.615	31.345
chr13_95685806_95686009	chr13	95685807	95686007	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_027711, intron 14 of 35)	intron (NM_027711, intron 14 of 35)	-11013.0	NM_010170	14064.0	Mm.440952	NM_010170	ENSMUSG00000021675	F2rl2	F730031A08|PAR3	coagulation factor II (thrombin) receptor-like 2	protein-coding	244.44	96.59
chr8_84775353_84775553	chr8	84775353	84775553	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001081982, intron 1 of 9)	intron (NM_001081982, intron 1 of 9)	-1084.0	NM_001081981	18032.0	Mm.9394	NM_010906	ENSMUSG00000001911	Nfix	CTF|NF-I/X|NF1-X|NFI-X	nuclear factor I/X	protein-coding	15.805	5.475
chr5_136919267_136919467	chr5	136919267	136919467	+	1000.0	BALBC_PU1_notx_idr.tsv	non-coding (NR_015555, exon 1 of 4)	non-coding (NR_015555, exon 1 of 4)	221.0	NR_015555	66752.0	Mm.135764	NR_015555	ENSMUSG00000097908	4933404O12Rik	AW494809	RIKEN cDNA 4933404O12 gene	ncRNA	17.25	3.625
chr2_121673591_121673791	chr2	121673591	121673791	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_172673, intron 1 of 14)	intron (NM_172673, intron 1 of 14)	133366.0	NM_172673	228564.0	Mm.121514	NM_172673	ENSMUSG00000027238	Frmd5	1500032A09Rik|5830442F04|A930004K21Rik|R75430	FERM domain containing 5	protein-coding	19.73	5.63
chr16_45733311_45733511	chr16	45733311	45733511	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NR_073572, intron 3 of 4)	MTD|LTR|ERVL-MaLR	-8880.0	NM_019754	56370.0	Mm.24183	NM_019754	ENSMUSG00000022658	Tagln3	2700038H05Rik|2900005O10Rik|AI426007|Np25	transgelin 3	protein-coding	92.595	3.54
chr9_102852241_102852441	chr9	102852241	102852441	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001284258, intron 1 of 13)	Lx9|LINE|L1	17421.0	NM_001042607	20187.0	Mm.335391	NM_013649	ENSMUSG00000032547	Ryk	AW536699|ERK-3|Vik	receptor-like tyrosine kinase	protein-coding	40.22	0.31
