	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr9_90172602_90172810	chr9	90172606	90172806	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001326294, intron 2 of 22)	MIRb|SINE|MIR	9728.0	NM_001326351	108153.0	Mm.102141	NM_001003911	ENSMUSG00000032363	Adamts7	ADAM-TS7|ADAMTS7B	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7	protein-coding	31.73	102.56
chr12_51821299_51821499	chr12	51821299	51821499	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_144788, intron 2 of 42)	Lx4A|LINE|L1	8137.0	NM_144788	207304.0	Mm.249391	NM_144788	ENSMUSG00000035247	Hectd1	A630086P08Rik|AI844876|b2b327Clo|opm	HECT domain containing 1	protein-coding	9.57	21.095
chr3_15576518_15576727	chr3	15576522	15576722	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-1557.0	NM_001173460	668101.0	Mm.423523	NM_001173460	ENSMUSG00000095028	Sirpb1b	-	signal-regulatory protein beta 1B	protein-coding	57.445	128.01
chr13_38028047_38028247	chr13	38028047	38028247	+	1000.0	C57Bl6_PU1_notx_idr.tsv	exon (NM_027724, exon 3 of 13)	exon (NM_027724, exon 3 of 13)	8790.0	NM_027724	71213.0	Mm.314688	NM_027724	ENSMUSG00000044566	Cage1	4933427I01Rik|Ctag3	cancer antigen 1	protein-coding	5.6549999999999985	119.73
chr4_108878959_108879159	chr4	108878959	108879159	+	1000.0	C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_023537)	promoter-TSS (NM_023537)	-11.0	NM_023537	69908.0	Mm.41580	NM_023537	ENSMUSG00000003411	Rab3b	2610528C18Rik	RAB3B, member RAS oncogene family	protein-coding	2.535	18.735
chr3_127923319_127923531	chr3	127923325	127923525	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NR_040552, intron 1 of 4)	intron (NR_040552, intron 1 of 4)	7254.0	NR_040552	329753.0	Mm.119720	NR_040552	ENSMUSG00000104763	9830132P13Rik	9830132P13	RIKEN cDNA 9830132P13 gene	ncRNA	20.695	69.00999999999999
chr5_137049330_137049530	chr5	137049330	137049530	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-3370.0	NM_007457	11769.0	Mm.833	NM_007457	ENSMUSG00000004849	Ap1s1	AP19	adaptor protein complex AP-1, sigma 1	protein-coding	0.92	40.825
chr8_72583168_72583416	chr8	72583192	72583392	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_144534, intron 4 of 5)	ORR1D2|LTR|ERVL-MaLR	11189.0	NM_144534	74166.0	Mm.212927	NM_144534	ENSMUSG00000031791	Tmem38a	1110001E17Rik|AI413399|TRIC-A|mg33a	transmembrane protein 38A	protein-coding	25.145	194.475
chr12_45175373_45175573	chr12	45175373	45175573	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-100990.0	NM_144552	217517.0	Mm.285400	NM_144552	ENSMUSG00000046314	Stxbp6	BC024598|C85317	syntaxin binding protein 6 (amisyn)	protein-coding	8.31	20.255000000000006
chr13_45030177_45030377	chr13	45030177	45030377	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MTB_Mm|LTR|ERVL-MaLR	-28181.0	NM_025772	94245.0	Mm.352311	NM_025772	ENSMUSG00000057531	Dtnbp1	5430437B18Rik|AW048963|Bloc1s8|dysbindin|sdy	dystrobrevin binding protein 1	protein-coding	3.695	15.495
chr2_83903279_83903479	chr2	83903279	83903479	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	37847.0	NM_027964	71861.0	Mm.116957	NM_027964	ENSMUSG00000034552	Zswim2	1700025P14Rik|4933437F18Rik|MEX	zinc finger SWIM-type containing 2	protein-coding	0.985	28.09
chr4_93307544_93307753	chr4	93307548	93307748	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	27863.0	NM_026954	69136.0	Mm.171558	NM_026954	ENSMUSG00000054000	Tusc1	2200001D17Rik|TSG-9	tumor suppressor candidate 1	protein-coding	17.939999999999994	49.5
chr12_11349593_11349793	chr12	11349593	11349793	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_012038, intron 2 of 3)	intron (NM_012038, intron 2 of 3)	49806.0	NR_106136	102465775.0		NR_106136	ENSMUSG00000098879	Mir7675	Gm27965|mmu-mir-7675	microRNA 7675	ncRNA	7.334999999999999	17.555
chr10_16578715_16578915	chr10	16578715	16578915	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	516967.0	NR_038020	100504235.0	Mm.84044	NR_038020	ENSMUSG00000101969	Gm20125	-	predicted gene, 20125	ncRNA	6.22	18.8
chr4_9678087_9678287	chr4	9678087	9678287	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-8843.0	NM_001290367	65973.0	Mm.222206	NM_023066	ENSMUSG00000028207	Asph	2310005F16Rik|3110001L23Rik|AI848629|AW261690|AW561901|BAH|C79816|cI-37	aspartate-beta-hydroxylase	protein-coding	2.135	20.26
chr12_115483378_115483578	chr12	115483378	115483578	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	212316.0	NR_105810	102465205.0		NR_105810	ENSMUSG00000098336	Mir6388	Gm27925|mmu-mir-6388	microRNA 6388	ncRNA	0.92	28.795
chr4_95340981_95341181	chr4	95340981	95341181	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-216426.0	NM_001113412	75578.0	Mm.276098	NM_029347	ENSMUSG00000028573	Fggy	2310009E04Rik	FGGY carbohydrate kinase domain containing	protein-coding	9.235	21.79
chr3_81563923_81564123	chr3	81563923	81564123	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-238002.0	NR_138586	320566.0	Mm.208417	NR_138586	ENSMUSG00000103695	A830029E22Rik	-	RIKEN cDNA A830029E22 gene	ncRNA	19.4	43.27
chr4_10926151_10926351	chr4	10926151	10926351	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	51753.0	NM_026005	67157.0	Mm.440552	NM_026005	ENSMUSG00000059482	2610301B20Rik	AI428449	RIKEN cDNA 2610301B20 gene	protein-coding	1.96	24.795
chr7_102581754_102581954	chr7	102581754	102581954	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	3385.0	NM_147104	259108.0	Mm.377850	NM_147104	ENSMUSG00000073975	Olfr550	MOR16-1	olfactory receptor 550	protein-coding	8.83	22.975
chr1_171761888_171762088	chr1	171761888	171762088	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-5144.0	NM_013730	27218.0	Mm.103648	NM_013730	ENSMUSG00000015316	Slamf1	4933415F16|AA177906|CD150|CDw150|ESTM51|IPO-3|Slam	signaling lymphocytic activation molecule family member 1	protein-coding	13.445	39.63
chr5_32435671_32435871	chr5	32435671	32435871	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MTD|LTR|ERVL-MaLR	-23199.0	NM_172707	19046.0	Mm.241931	NM_172707	ENSMUSG00000014956	Ppp1cb	1200010B19	protein phosphatase 1, catalytic subunit, beta isoform	protein-coding	12.525	26.275
chr8_125125655_125125855	chr8	125125655	125125855	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_174853, intron 4 of 11)	(TTC)n|Simple_repeat|Simple_repeat	71560.0	NM_174854	244667.0	Mm.233504	NM_170596	ENSMUSG00000043051	Disc1	-	disrupted in schizophrenia 1	protein-coding	0.345	13.79
chr19_17224647_17224847	chr19	17224647	17224847	+	1000.0	C57Bl6_PU1_notx_idr.tsv	TTS (NM_181348)	TTS (NM_181348)	114758.0	NM_001136484	14537.0	Mm.244825	NM_010265	ENSMUSG00000038843	Gcnt1	5630400D21Rik|B130048E03|C2 GlcNAcT|C2GNT|IGnT	glucosaminyl (N-acetyl) transferase 1, core 2	protein-coding	3.92	30.995
chr1_157101186_157101386	chr1	157101186	157101386	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_028540, intron 5 of 8)	intron (NM_028540, intron 5 of 8)	7364.0	NM_001305061	73435.0	Mm.116705	NM_028540	ENSMUSG00000026592	Tex35	1700057K13Rik	testis expressed 35	protein-coding	9.005	27.055
chr10_93436963_93437163	chr10	93436963	93437163	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MLT1A|LTR|ERVL-MaLR	3956.0	NR_106161	102465791.0		NR_106161	ENSMUSG00000098679	Mir7688	Gm27874|mmu-mir-7688	microRNA 7688	ncRNA	3.1100000000000003	72.65
chr13_75786849_75787049	chr13	75786849	75787049	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	RLTR12E|LTR|ERVK	-52937.0	NM_053108	93692.0	Mm.25844	NM_053108	ENSMUSG00000021591	Glrx	C86710|D13Wsu156e|Glrx1|Grx1|TTase	glutaredoxin	protein-coding	5.015	20.815
chr9_48413163_48413363	chr9	48413163	48413363	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-41081.0	NR_026561	667933.0	Mm.491076	NR_026561		Gm8884	EG667933	predicted gene 8884	ncRNA	0.985	28.14
chr2_122712029_122712239	chr2	122712034	122712234	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-9471.0	NM_001290993	22785.0	Mm.27801	NM_011774	ENSMUSG00000005802	Slc30a4	Znt4|lm|znT-4	solute carrier family 30 (zinc transporter), member 4	protein-coding	61.23	157.255
chr14_17100991_17101191	chr14	17100991	17101191	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Lx8|LINE|L1	-4467.0	NR_144493	100417973.0		NR_144493		Pou5f1-rs6	Gm18927|Oct4P3|Otf3-rs6|Otf3f	POU domain, class 5, transcription factor 1, related sequence 6	pseudo	0.0	26.34
chr17_89664527_89664727	chr17	89664527	89664727	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	285386.0	NR_045952	100043904.0	Mm.396198	NR_045952		Gm4719	-	predicted gene 4719	ncRNA	1.21	22.19
chr4_56133355_56133556	chr4	56133355	56133555	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-600980.0	NM_010637	16600.0	Mm.4325	NM_010637	ENSMUSG00000003032	Klf4	EZF|Gklf|Zie	Kruppel-like factor 4 (gut)	protein-coding	16.155	39.975
chr15_66549507_66549707	chr15	66549507	66549707	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_172514, intron 5 of 9)	MIRb|SINE|MIR	11439.0	NM_172514	213068.0	Mm.132299	NM_172514	ENSMUSG00000036944	Tmem71	AI661017|E430024D12	transmembrane protein 71	protein-coding	8.475000000000001	22.705
chr8_121974138_121974338	chr8	121974138	121974338	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_016812, intron 1 of 13)	intron (NM_016812, intron 1 of 13)	-3786.0	NR_106096	102466915.0		NR_106096	ENSMUSG00000099140	Mir7237	Gm27482|mmu-mir-7237	microRNA 7237	ncRNA	10.145	30.91
chr5_150216202_150216402	chr5	150216202	150216402	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-43628.0	NM_172887	320365.0	Mm.216590	NM_172887	ENSMUSG00000056602	Fry	13CDNA73|9330186A19Rik|AF346502|AI462658|C87180|D930046M03|cg003|mKIAA4143	FRY microtubule binding protein	protein-coding	19.57	61.34
chr8_81335354_81335554	chr8	81335354	81335554	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-7108.0	NM_001297596	234515.0	Mm.324468	NM_001024617	ENSMUSG00000037940	Inpp4b	E130107I17Rik	inositol polyphosphate-4-phosphatase, type II	protein-coding	4.04	18.56
chr15_59511508_59511708	chr15	59511508	59511708	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_026746, intron 4 of 6)	intron (NM_026746, intron 4 of 6)	-137046.0	NM_144549	211770.0	Mm.40298	NM_144549	ENSMUSG00000032501	Trib1	A530090O15Rik|TRB-1|Trb1	tribbles pseudokinase 1	protein-coding	2.655	55.545
chr11_71243635_71243835	chr11	71243635	71243835	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_027858, intron 11 of 12)	intron (NR_027858, intron 11 of 12)	-13002.0	NM_001040696	637515.0	Mm.390402	NM_001039680	ENSMUSG00000070390	Nlrp1b	ENSMUSG00000070390|Nalp1b|OTTMUSG00000006087|OTTMUSG00000006089	NLR family, pyrin domain containing 1B	protein-coding	0.0	52.915
chr19_17275834_17276034	chr19	17275834	17276034	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	L1_Mus3|LINE|L1	63571.0	NM_001136484	14537.0	Mm.244825	NM_010265	ENSMUSG00000038843	Gcnt1	5630400D21Rik|B130048E03|C2 GlcNAcT|C2GNT|IGnT	glucosaminyl (N-acetyl) transferase 1, core 2	protein-coding	30.095	106.925
chr4_106302478_106302678	chr4	106302478	106302678	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	C-rich|Low_complexity|Low_complexity	-13635.0	NM_183225	329908.0	Mm.234544	NM_183225	ENSMUSG00000028514	Usp24	2700066K03Rik|2810030C21Rik|AI414051|B130021E18|C79851	ubiquitin specific peptidase 24	protein-coding	0.575	20.505
chr2_118353847_118354047	chr2	118353847	118354047	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_201367, intron 1 of 2)	intron (NM_201367, intron 1 of 2)	19472.0	NM_201367	381413.0	Mm.70979	NM_201367	ENSMUSG00000040133	Gpr176	Gm1012	G protein-coupled receptor 176	protein-coding	0.92	25.355
chr9_115185784_115185991	chr9	115185787	115185987	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_148958, intron 4 of 9)	intron (NM_148958, intron 4 of 9)	96183.0	NR_029430	111186.0	Mm.484753	NR_029430		Stmn1-rs1	Lag-rs1|Lap18-rs1	stathmin 1, related sequence 1	pseudo	20.175	43.005
chr8_39625295_39625495	chr8	39625295	39625495	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001113326, intron 3 of 9)	intron (NM_001113326, intron 3 of 9)	17283.0	NM_031195	20288.0	Mm.239291	NM_031195	ENSMUSG00000025044	Msr1	MRS-A|MSR|MSR-A|SR-AI|SR-AII|Scara1|Scvr	macrophage scavenger receptor 1	protein-coding	11.43	27.505
chr14_53122957_53123157	chr14	53122957	53123157	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Lx9|LINE|L1	-627362.0	NM_001170918	57269.0	Mm.88822	NM_020512	ENSMUSG00000059887	Olfr1507	MOR244-1|Mor28|Or28	olfactory receptor 1507	protein-coding	0.0	26.36
chr3_15590455_15590655	chr3	15590455	15590655	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1F|LTR|ERVL-MaLR	-15490.0	NM_001173460	668101.0	Mm.423523	NM_001173460	ENSMUSG00000095028	Sirpb1b	-	signal-regulatory protein beta 1B	protein-coding	0.29	32.21
chr17_50134432_50134653	chr17	50134442	50134642	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_181397, intron 2 of 9)	intron (NM_181397, intron 2 of 9)	55955.0	NM_181397	76438.0	Mm.41854	NM_181397	ENSMUSG00000039316	Rftn1	2310015N21Rik|AI853526	raftlin lipid raft linker 1	protein-coding	26.89	90.77
chr2_97505025_97505225	chr2	97505025	97505225	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001289744, intron 1 of 1)	L1_Mur3|LINE|L1	37468.0	NM_178725	241568.0	Mm.241682	NM_178725	ENSMUSG00000050587	Lrrc4c	6430556C10Rik|NGL-1	leucine rich repeat containing 4C	protein-coding	8.705	21.355
chr13_67423240_67423440	chr13	67423240	67423440	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-1922.0	NM_177811	328274.0	Mm.222470	NM_177811	ENSMUSG00000055560	Zfp459	9930025G17Rik|Rslcan-14	zinc finger protein 459	protein-coding	7.5	28.87
chr2_127722732_127722932	chr2	127722732	127722932	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_145532, intron 1 of 3)	intron (NM_145532, intron 1 of 3)	7065.0	NM_145532	228576.0	Mm.133036	NM_145532	ENSMUSG00000027377	Mall	BC012256|BENE	mal, T cell differentiation protein-like	protein-coding	22.995	125.38
chr9_65982902_65983102	chr9	65982902	65983102	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_173185, intron 5 of 13)	intron (NM_173185, intron 5 of 13)	73992.0	NM_173185	214897.0	Mm.325816	NM_173185	ENSMUSG00000032384	Csnk1g1	9130020E21Rik	casein kinase 1, gamma 1	protein-coding	0.865	100.375
chr3_79690448_79690648	chr3	79690448	79690648	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_212452, intron 2 of 17)	MTE2a|LTR|ERVL-MaLR	47246.0	NM_212452	381489.0	Mm.331086	NM_212452	ENSMUSG00000034009	Rxfp1	Gm1018|Lgr7	relaxin/insulin-like family peptide receptor 1	protein-coding	5.48	18.95
chr7_101066563_101066763	chr7	101066563	101066763	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-42112.0	NM_001146010	207278.0	Mm.263041	NM_199012	ENSMUSG00000030691	Fchsd2	BC034086|R74866|Sh3md3|mKIAA0769	FCH and double SH3 domains 2	protein-coding	7.56	48.58
chr1_160036984_160037184	chr1	160036984	160037184	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-7296.0	NM_001162896	67647.0	Mm.171518	NM_001024470	ENSMUSG00000090394	4930523C07Rik	-	RIKEN cDNA 4930523C07 gene	protein-coding	5.365	21.805
chr19_53486752_53486952	chr19	53486752	53486952	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-22056.0	NR_028427	381232.0	Mm.248624	NR_028427	ENSMUSG00000097636	Mirt1	4833407H14Rik|5430437C04Rik|5830416P10Rik|ENSMUSG00000074788|Gm10758	myocardial infarction associated transcript 1	ncRNA	3.35	20.88
chr8_35639125_35639325	chr8	35639125	35639325	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001081279, intron 1 of 2)	MLT1A|LTR|ERVL-MaLR	-50205.0	NR_040376	100504714.0	Mm.381744	NR_040376	ENSMUSG00000097357	Gm16793	-	predicted gene, 16793	ncRNA	0.29	26.515
chr13_43569315_43569515	chr13	43569315	43569515	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	CT-rich|Low_complexity|Low_complexity	-9224.0	NM_001081059	76137.0	Mm.426290	NM_001081059	ENSMUSG00000021371	Mcur1	6230416A05Rik|AU015498|AV136929|AW554392|C88263|Ccdc90a	mitochondrial calcium uniporter regulator 1	protein-coding	2.6	66.62
chr13_37881773_37881973	chr13	37881773	37881973	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001039188, intron 1 of 9)	intron (NM_001039188, intron 1 of 9)	-6561.0	NR_033218	68750.0	Mm.491109	NM_026830	ENSMUSG00000039087	Rreb1	1110037N09Rik|AA414966|B930013M22Rik	ras responsive element binding protein 1	protein-coding	9.51	29.425
chr9_119736997_119737197	chr9	119736997	119737197	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-18065.0	NM_001205321	20264.0	Mm.247042	NM_009134	ENSMUSG00000034533	Scn10a	Nav1.8|PN3|SNS	sodium channel, voltage-gated, type X, alpha	protein-coding	4.96	94.965
chr11_71289650_71289850	chr11	71289650	71289850	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	L1_Mur3|LINE|L1	-4518.0	NR_027858	627984.0	Mm.390378	NM_001039234	ENSMUSG00000092528	Nlrp1c-ps	Nalp1c|Nlrp1c|OTTMUSG00000006090	NLR family, pyrin domain containing 1C, pseudogene	pseudo	0.0	33.095
chr19_17276073_17276273	chr19	17276073	17276273	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	L1_Mus3|LINE|L1	63332.0	NM_001136484	14537.0	Mm.244825	NM_010265	ENSMUSG00000038843	Gcnt1	5630400D21Rik|B130048E03|C2 GlcNAcT|C2GNT|IGnT	glucosaminyl (N-acetyl) transferase 1, core 2	protein-coding	6.5150000000000015	144.95999999999995
chr3_9683949_9684149	chr3	9683949	9684149	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1B2|LTR|ERVL-MaLR	-73964.0	NM_133218	170753.0	Mm.212908	NM_133218	ENSMUSG00000040209	Zfp704	C030026M03|C030034L19Rik|Gig1|Znf704	zinc finger protein 704	protein-coding	5.83	17.405
chr2_71559886_71560086	chr2	71559886	71560086	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_039557, intron 2 of 3).2	Lx7|LINE|L1	-13232.0	NM_010054	13392.0	Mm.3896	NM_010054	ENSMUSG00000023391	Dlx2	AW121999|Dlx-2|Tes-1	distal-less homeobox 2	protein-coding	6.345	18.81
chr11_20576221_20576422	chr11	20576221	20576421	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_021372, intron 1 of 1)	intron (NM_021372, intron 1 of 1)	33068.0	NM_021372	58172.0	Mm.339676	NM_021372	ENSMUSG00000049800	Sertad2	AB041541|AU021878|Kiaa0127|MNCb-1504|SEI-2|Sei2|TRIP-Br2|mKIAA0127	SERTA domain containing 2	protein-coding	23.130000000000006	101.59
chr1_14304604_14304804	chr1	14304604	14304804	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001310459, intron 1 of 17)	intron (NM_001310459, intron 1 of 17)	5495.0	NM_010164	14048.0	Mm.250185	NM_010164	ENSMUSG00000025932	Eya1	bor	EYA transcriptional coactivator and phosphatase 1	protein-coding	9.76	26.335
chr19_34602000_34602203	chr19	34602001	34602201	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_001101605)	promoter-TSS (NM_001101605)	-133.0	NM_001101605	667373.0	Mm.371956	NM_001101605	ENSMUSG00000079339	Ifit1bl1	Gm14446|Ifit1c|OTTMUSG00000016644	interferon induced protein with tetratricpeptide repeats 1B like 1	protein-coding	74.63	179.28
chr5_32761765_32761965	chr5	32761765	32761965	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_177298, intron 3 of 7)	ORR1B1-int|LTR|ERVL-MaLR	-15523.0	NM_001347332	320951.0	Mm.273765	NM_177298	ENSMUSG00000023452	Pisd	9030221M09Rik	phosphatidylserine decarboxylase	protein-coding	3.86	23.66
chr2_155879023_155879223	chr2	155879023	155879223	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_024487, intron 7 of 9)	intron (NR_024487, intron 7 of 9)	-44269.0	NM_027788	71405.0	Mm.260918	NM_027788	ENSMUSG00000074647	Fam83c	5530400B04Rik	family with sequence similarity 83, member C	protein-coding	19.34	54.53
chr11_114954355_114954555	chr11	114954355	114954555	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MMERVK9E_I-int|LTR|ERVK	5962.0	NM_199225	387565.0	Mm.351450	NM_199225	ENSMUSG00000058728	Cd300c	Clm6	CD300C molecule	protein-coding	1.615	61.42999999999999
chr7_103873162_103873362	chr7	103873162	103873362	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	8979.0	NM_013618	18367.0	Mm.445781	NM_013618	ENSMUSG00000058200	Olfr66	5'[b]1|5'beta1|MOR1-3|ORL532	olfactory receptor 66	protein-coding	2.31	18.725
chr10_22074121_22074321	chr10	22074121	22074321	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	RLTR17|LTR|ERVK	-6142.0	NM_053264	114671.0	Mm.288194	NM_053264	ENSMUSG00000069712	4930444G20Rik	-	RIKEN cDNA 4930444G20 gene	protein-coding	3.695	26.105
chr8_125551354_125551554	chr8	125551354	125551554	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-33184.0	NR_015535	75930.0	Mm.195663	NR_015535	ENSMUSG00000110629	4930567H12Rik	4930579P07Rik	RIKEN cDNA 4930567H12 gene	ncRNA	1.675	27.505
chr4_136886054_136886265	chr4	136886059	136886259	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_009777)	promoter-TSS (NM_009777)	18.0	NM_009777	12260.0	Mm.2570	NM_009777	ENSMUSG00000036905	C1qb	-	complement component 1, q subcomponent, beta polypeptide	protein-coding	69.17	235.105
chr15_65825861_65826061	chr15	65825861	65826061	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_133766, intron 5 of 22)	Lx9|LINE|L1	38920.0	NM_133766	76740.0	Mm.260647	NM_133766	ENSMUSG00000015002	Efr3a	A130089M23Rik|BB071175|C76891|C920006C10Rik|D030063F01Rik|mKIAA0143	EFR3 homolog A	protein-coding	7.725	18.405
chr13_111967173_111967376	chr13	111967174	111967374	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	99338.0	NR_130345	102636620.0	Mm.402328	NR_130345	ENSMUSG00000086111	Gm15326	OTTMUSG00000020187	predicted gene 15326	ncRNA	14.945	34.135
chr4_115823542_115823742	chr4	115823542	115823742	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-4450.0	NM_175308	100465.0	Mm.35571	NM_175308	ENSMUSG00000028709	Mob3c	AW822253|D130076I06Rik|Mobkl2c	MOB kinase activator 3C	protein-coding	5.59	33.59
chr6_125512646_125512846	chr6	125512646	125512846	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-17991.0	NM_007657	12527.0	Mm.210676	NM_007657	ENSMUSG00000030342	Cd9	Tspan29	CD9 antigen	protein-coding	6.455	36.405
chr1_171661552_171661753	chr1	171661552	171661752	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MLT1A0|LTR|ERVL-MaLR	-8615.0	NM_144539	75345.0	Mm.164642	NM_144539	ENSMUSG00000038179	Slamf7	19A|19A24|4930560D03Rik|CRACC|CS1	SLAM family member 7	protein-coding	30.16	91.51
chr8_39003528_39003728	chr8	39003528	39003728	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	L1Md_F|LINE|L1	-2239.0	NM_030254	80286.0	Mm.272722	NM_030254	ENSMUSG00000039530	Tusc3	AU022242|BC003311|N33	tumor suppressor candidate 3	protein-coding	0.29	18.725
chr5_136394571_136394794	chr5	136394582	136394782	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001291239, intron 3 of 22)	intron (NM_001291239, intron 3 of 22)	-18879.0	NR_030500	723975.0		NR_030500	ENSMUSG00000106479	Mir721	Mirn721|miRY|mir-721|mmu-mir-721	microRNA 721	ncRNA	22.145	50.39
